Source,Target,Type,Label,Weight,Domain,SourceLayer,MappingStatus,RelationshipType,ArtifactType,Purpose,DecisionType,RuleId
capability:C3C,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C3C,capability:C3B,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C3B,capability:C3C,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C3D,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C3D,capability:C3C,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C3C,capability:C3D,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C4,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C4,capability:C3,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C3,capability:C4,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C4,capability:H3,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:H3,capability:C4,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C4,capability:Q4,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:Q4,capability:C4,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C4A,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C4B,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C4B,capability:C4A,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C4A,capability:C4B,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C4C,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C4C,capability:C4B,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C4B,capability:C4C,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C4D,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C4D,capability:C4C,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C4C,capability:C4D,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C5,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C5,capability:C4,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C4,capability:C5,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C5,capability:G4,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:G4,capability:C5,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C5,capability:Q5,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:Q5,capability:C5,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C5A,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C5B,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C5B,capability:C5A,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C5A,capability:C5B,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C5C,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C5C,capability:C5B,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C5B,capability:C5C,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C5D,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C5D,capability:C5C,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C5C,capability:C5D,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C6,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C6,capability:C5,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C5,capability:C6,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C6,capability:E5,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:E5,capability:C6,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C6,capability:Q6,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:Q6,capability:C6,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C6A,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C6B,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C6B,capability:C6A,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C6A,capability:C6B,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C6C,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C6C,capability:C6B,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C6B,capability:C6C,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
capability:C6D,family:c,Directed,BELONGS_TO_FAMILY,1,social_studies,capability_topology,,,,,,
capability:C6D,capability:C6C,Directed,DEPENDS_ON,1,social_studies,capability_topology,,,,,,
capability:C6C,capability:C6D,Directed,UNLOCKS,1,social_studies,capability_topology,,,,,,
