Source,Target,Type,Label,Weight,Domain,SourceLayer,MappingStatus,RelationshipType,ArtifactType,Purpose,DecisionType,RuleId
capability:Z1,family:z,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Z2,family:z,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Z2,capability:Z1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z1,capability:Z2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Z3,family:z,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Z3,capability:Z2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z2,capability:Z3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C1,family:c,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:C1,capability:Z2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z2,capability:C1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C2,family:c,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:C2,capability:C1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C1,capability:C2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C3,family:c,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:C3,capability:C2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C2,capability:C3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C4,family:c,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:C4,capability:C3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C3,capability:C4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C5,family:c,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:C5,capability:C3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C3,capability:C5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C6,family:c,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:C6,capability:C4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C4,capability:C6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:C6,capability:C5,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C5,capability:C6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N1,family:n,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:N1,capability:C3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C3,capability:N1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N2,family:n,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:N2,capability:N1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N1,capability:N2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N3,family:n,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:N3,capability:N2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N2,capability:N3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N4,family:n,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:N4,capability:N2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N2,capability:N4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N4,capability:N3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N3,capability:N4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N5,family:n,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:N5,capability:N1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N1,capability:N5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N5,capability:C6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C6,capability:N5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:N6,family:n,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:N6,capability:N5,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N5,capability:N6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V1,family:v,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:V1,capability:N6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N6,capability:V1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V2,family:v,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:V2,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:V2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V3,family:v,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:V3,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:V3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V3,capability:N4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N4,capability:V3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V4,family:v,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:V4,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:V4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V4,capability:V3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V3,capability:V4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:V5,family:v,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:V5,capability:V4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V4,capability:V5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X1,family:x,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:X1,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:X1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X1,capability:F1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:F1,capability:X1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X2,family:x,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:X2,capability:X1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:X1,capability:X2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X2,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:X2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X3,family:x,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:X3,capability:X2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:X2,capability:X3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X3,capability:L3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:L3,capability:X3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X4,family:x,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:X4,capability:F3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:F3,capability:X4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X4,capability:X3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:X3,capability:X4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X5,family:x,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:X5,capability:X3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:X3,capability:X5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:X5,capability:L4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:L4,capability:X5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:U1,family:u,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:U1,capability:C3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C3,capability:U1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:U2,family:u,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:U2,capability:U1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U1,capability:U2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:U3,family:u,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:U3,capability:U2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U2,capability:U3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:U4,family:u,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:U4,capability:U3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U3,capability:U4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:U5,family:u,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:U5,capability:U2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U2,capability:U5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:U6,family:u,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:U6,capability:U3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U3,capability:U6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T1,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T1,capability:U5,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U5,capability:T1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T1,capability:G4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G4,capability:T1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T2,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T2,capability:T1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T1,capability:T2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T2,capability:N4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N4,capability:T2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T3,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T3,capability:U6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U6,capability:T3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T3,capability:T1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T1,capability:T3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T4,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T4,capability:T2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T2,capability:T4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T4,capability:T3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T3,capability:T4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T5,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T5,capability:T2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T2,capability:T5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T5,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:T5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T6,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T6,capability:T2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T2,capability:T6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T6,capability:V4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V4,capability:T6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T7,family:t,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:T7,capability:T3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T3,capability:T7,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:T7,capability:T6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T6,capability:T7,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M1,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M1,capability:C4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C4,capability:M1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M2,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M2,capability:M1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M1,capability:M2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M3,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M3,capability:M2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M2,capability:M3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M4,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M4,capability:M1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M1,capability:M4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M5,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M5,capability:M4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M4,capability:M5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M6,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M6,capability:Z3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z3,capability:M6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M7,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M7,capability:C4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C4,capability:M7,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M8,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M8,capability:M5,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M5,capability:M8,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M8,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:M8,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M9,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M9,capability:M8,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M8,capability:M9,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M9,capability:G4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G4,capability:M9,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M10,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M10,capability:M6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M6,capability:M10,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M10,capability:N3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N3,capability:M10,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M11,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M11,capability:M7,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M7,capability:M11,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M11,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:M11,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M12,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M12,capability:M1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M1,capability:M12,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M13,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M13,capability:M12,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M12,capability:M13,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M13,capability:V1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V1,capability:M13,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M14,family:m,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:M14,capability:M8,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M8,capability:M14,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M14,capability:M13,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M13,capability:M14,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M14,capability:T4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:T4,capability:M14,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:M14,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:M14,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G1,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G1,capability:Z2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z2,capability:G1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G2,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G2,capability:G1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G1,capability:G2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G3,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G3,capability:G2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G2,capability:G3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G4,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G4,capability:G3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G3,capability:G4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G5,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G5,capability:G1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G1,capability:G5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G5,capability:U4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:U4,capability:G5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G6,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G6,capability:G3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G3,capability:G6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G6,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:G6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G7,family:g,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:G7,capability:G2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G2,capability:G7,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:G7,capability:G6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:G6,capability:G7,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:P1,family:p,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:P1,capability:Z3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z3,capability:P1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:P2,family:p,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:P2,capability:P1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:P1,capability:P2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:P3,family:p,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:P3,capability:P2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:P2,capability:P3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:P4,family:p,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:P4,capability:P3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:P3,capability:P4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D1,family:d,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:D1,capability:Z2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Z2,capability:D1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D2,family:d,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:D2,capability:D1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:D1,capability:D2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D3,family:d,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:D3,capability:D2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:D2,capability:D3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D4,family:d,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:D4,capability:D3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:D3,capability:D4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D5,family:d,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:D5,capability:D4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:D4,capability:D5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D5,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:D5,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D6,family:d,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:D6,capability:D5,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:D5,capability:D6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D6,capability:M8,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M8,capability:D6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:D6,capability:F2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:F2,capability:D6,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L1,family:l,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:L1,capability:C4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:C4,capability:L1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L1,capability:N3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N3,capability:L1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L2,family:l,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:L2,capability:L1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:L1,capability:L2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L2,capability:N4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:N4,capability:L2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L3,family:l,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:L3,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:L3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L3,capability:L2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:L2,capability:L3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L4,family:l,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:L4,capability:F3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:F3,capability:L4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L4,capability:F6,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:F6,capability:L4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:L4,capability:L3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:L3,capability:L4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y1,family:y,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Y1,capability:V2,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V2,capability:Y1,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y2,family:y,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Y2,capability:Y1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Y1,capability:Y2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y2,capability:V3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:V3,capability:Y2,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y3,family:y,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Y3,capability:Y1,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:Y1,capability:Y3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y3,capability:M8,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:M8,capability:Y3,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y4,family:y,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
capability:Y4,capability:F3,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:F3,capability:Y4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:Y4,capability:L4,Directed,DEPENDS_ON,1,mathematics,capability_topology,,,,,,
capability:L4,capability:Y4,Directed,UNLOCKS,1,mathematics,capability_topology,,,,,,
capability:R1,family:f,Directed,BELONGS_TO_FAMILY,1,mathematics,capability_topology,,,,,,
