:START_ID(Entity),:END_ID(Entity),:TYPE,domain,source_layer,mapping_status,relationship_type,artifact_type,purpose,decision_type,rule_id
capability:H1A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H1B,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H1B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H1B,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-chronology-identity-and-community-memory,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H1B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H1C,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H1C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H1C,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-chronology-identity-and-community-memory,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H1C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H1D,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H1D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H1D,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-chronology-identity-and-community-memory,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H1D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H1D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H2,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H2,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H2,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-historical-sources-and-past-present-comparison,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H2,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H2A,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H2A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H2A,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-historical-sources-and-past-present-comparison,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H2A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H2B,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H2B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H2B,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-historical-sources-and-past-present-comparison,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H2B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H2C,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H2C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H2C,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-historical-sources-and-past-present-comparison,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H2C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H2D,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H2D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H2D,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-historical-sources-and-past-present-comparison,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H2D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H2D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H3,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H3,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H3,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-causation-context-and-change-over-time,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H3,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H3A,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H3A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H3A,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-causation-context-and-change-over-time,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H3A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H3B,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H3B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H3B,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-causation-context-and-change-over-time,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H3B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H3C,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H3C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H3C,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-causation-context-and-change-over-time,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H3C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H3D,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H3D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H3D,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-causation-context-and-change-over-time,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H3D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H3D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H4,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H4,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H4,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-sourcing-corroboration-and-historical-argument,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H4,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H4A,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H4A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H4A,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-sourcing-corroboration-and-historical-argument,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H4A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H4B,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H4B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H4B,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-sourcing-corroboration-and-historical-argument,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H4B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H4C,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H4C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H4C,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-sourcing-corroboration-and-historical-argument,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H4C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H4D,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H4D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H4D,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-sourcing-corroboration-and-historical-argument,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H4D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H4D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H5,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H5,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H5,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-thematic-historical-analysis-and-periodization,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H5,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H5A,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H5A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H5A,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-thematic-historical-analysis-and-periodization,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H5A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H5B,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H5B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H5B,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-thematic-historical-analysis-and-periodization,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H5B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:H5C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:H5C,content_domain:history-and-source-reasoning,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:H5C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:H5C,anchor:social-studies-anchor-kindergarten-to-grade-12-history-and-source-reasoning-thematic-historical-analysis-and-periodization,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:H5C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
