:START_ID(Entity),:END_ID(Entity),:TYPE,domain,source_layer,mapping_status,relationship_type,artifact_type,purpose,decision_type,rule_id
capability:C2C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C2C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C2D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C2D,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C2D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C2D,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-institutions-rights-responsibilities-and-processes,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C2D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C2D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C2D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C3,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C3,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C3,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-civic-decision-making-and-deliberation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C3,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C3A,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C3A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C3A,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-civic-decision-making-and-deliberation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C3A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C3B,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C3B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C3B,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-civic-decision-making-and-deliberation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C3B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C3C,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C3C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C3C,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-civic-decision-making-and-deliberation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C3C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C3D,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C3D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C3D,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-civic-decision-making-and-deliberation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C3D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C3D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C4,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C4,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C4,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-constitutional-principles-and-public-policy,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C4,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C4A,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C4A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C4A,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-constitutional-principles-and-public-policy,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C4A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C4B,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C4B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C4B,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-constitutional-principles-and-public-policy,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C4B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C4C,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C4C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C4C,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-constitutional-principles-and-public-policy,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C4C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C4D,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C4D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C4D,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-constitutional-principles-and-public-policy,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C4D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C4D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C5,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C5,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C5,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-comparative-government-and-civic-action,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C5,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C5A,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C5A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C5A,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-comparative-government-and-civic-action,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C5A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C5B,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C5B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C5B,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-comparative-government-and-civic-action,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C5B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C5C,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C5C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C5C,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-comparative-government-and-civic-action,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C5C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C5D,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C5D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C5D,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-comparative-government-and-civic-action,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C5D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C5D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C6,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C6,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C6,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-advanced-civic-argument-policy-design-and-participation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C6,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6A,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C6A,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C6A,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C6A,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-advanced-civic-argument-policy-design-and-participation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C6A,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6A,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6A,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6B,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C6B,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C6B,performance:basic,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C6B,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-advanced-civic-argument-policy-design-and-participation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C6B,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6B,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6B,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6C,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C6C,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C6C,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C6C,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-advanced-civic-argument-policy-design-and-participation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C6C,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6C,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6C,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6D,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:C6D,content_domain:civics-and-collective-decision-making,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:C6D,performance:advanced,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:C6D,anchor:social-studies-anchor-kindergarten-to-grade-12-civics-and-collective-decision-making-advanced-civic-argument-policy-design-and-participation,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
capability:C6D,state_profile:CA-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6D,state_profile:NY-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:C6D,state_profile:TX-SS,ALIGNS_TO_STATE_PROFILE,social_studies,standards_overlay,draft_crosswalk_candidate,ALIGNS_TO_STATE_PROFILE,,,,
capability:E1,grade_band:kindergarten-to-grade-12,ALIGNS_TO_GRADE_BAND,social_studies,standards_overlay,,ALIGNS_TO_GRADE_BAND,,,,
capability:E1,content_domain:economics-and-exchange-systems,ALIGNS_TO_CONTENT_DOMAIN,social_studies,standards_overlay,,ALIGNS_TO_CONTENT_DOMAIN,,,,
capability:E1,performance:proficient,ALIGNS_TO_PERFORMANCE_LEVEL,social_studies,standards_overlay,,ALIGNS_TO_PERFORMANCE_LEVEL,,,,
capability:E1,anchor:social-studies-anchor-kindergarten-to-grade-12-economics-and-exchange-systems-needs-wants-choice-and-exchange,ALIGNS_TO_REPOSITORY_ANCHOR,social_studies,standards_overlay,,ALIGNS_TO_REPOSITORY_ANCHOR,,,,
